,name,country,region,state,varietal,price,description,merchant,address
519,Four Vines Chardonnay Naked,United States,Santa Barbara County,California,Chardonnay,$12.99,"Four Vines winery believes that each wine reflects the unique flavors, structure and character imparted by terroir, a reflection of the soil, air, water and surroundings in which the grapes were grown, while also showing the bold, fruit-forward, food-friendly style that have become the winery’s trademark.This is crisp, concentrated Chardonnay with all its natural acid. Naked exhibits apple, white ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
520,Monkey Bay Sauvignon Blanc,New Zealand,,Marlborough,Sauvignon Blanc,$11.99,"Legend has it that in the late 19th century, an Englishman visiting the Marlborough coast of New Zealand’s South Island reported seeing a monkey cavorting near a small bay within the larger (and now renowned) Cloudy Bay. Locals were skeptical because monkeys are not indigenous to New Zealand. The Brit, however, was adamant, so competing theories arose to explain the simian sighting. 
 click for more details
Sku: 35188  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
521,Domaines Ott By Ott Rose,France,Cotes de Provence,Provence,Non-Varietal Rose Blend,$25.99,"Each Ott estate is cultivated in a way that fully respects nature. The soil is nurtured without using any chemicals or intensive production techniques. The products used to treat the most common vine diseases are made from a naturally-occurring mix of sulphur and Bordeaux mixture (a blend of copper, slaked lime and black soap), as these are the only treatments allowed in organic farming. When the ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
522,Cortijo Rioja Tinto,Spain,,Rioja,Tempranillo,$12.99,"Cortijo is made with estate grapes. The goal is to show a naked, unadorned expression of Tempranillo and Garnacha from Rioja Alta with no interference of oak. Cortijo is a sort of “non-profit organization” for David as opposed to most of his other wines, which are super-premium cuvées that collectors kill for. Cortijo is David's way of introducing people to great wine from Rioja at a value price....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
523,Chamisal Vineyards Stainless Chardonnay,United States,,California,Chardonnay,$14.99,"""The nose of the 2018 Stainless Chardonnay opens with open-knit, inviting aromas of apples—green, yellow and red apple skin—with poached pears, baker’s yeast, crushed stone, hazelnut, fresh quince and lime blossoms. It’s light to medium-bodied with a rounded, silky texture and good core of fresh fruits, finishing with lively acidity and lift."" Wine Advocate, 91 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
524,Bota Box Rose,United States,,California,Chardonnay,$21.99,"
Premium wine in a box? You bet! Bota Box produces premium California wine in 3-liter box and 500ml Tetra Pak, both made from environmentally-friendly packaging. Bota Box 3L is packaged in 100% recyclable, unbleached, post-consumer fiber printed with soy-based inks. Using state of the art FlexTap™ technology, our wine is kept fresh for up to six weeks after opening, allowing consumers to ... click for more details
Sku: 69957  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
525,Norfolk Rise Shiraz,Australia,,California,Syrah,$19.99,"
Norfolk Rise Vineyard is located on the southern tip of South Australia and is renowned for its rugged coastline, exotic seafood and long, white sandy beaches. Heavily influenced by a unique microclimate, Norfolk Rise Vineyard captures the specific regional characteristics of Mount Benson in producing cool climate wines of the highest calibre. Situated in the heart of Mount Benson, the ... click for more details
Sku: 71032  
",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
526,Bois Malot Bordeaux Blanc 2018,France,,Bordeaux,Syrah,$15.99,"Double Gold and Best of Class at the Los Angeles Wine & Spirits Competition, the Chateau Bois-Malot is situated on the shoreline of the Dordogne River. The soils are clay and light limestone with a subsoil of red pebbles and clay. This is one of the best place in Entre Deux Mers to craft white Bordeaux, as the terroir leads to mineral driven Sauvignon Blanc with floral lift and crisp acidity....",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
527,Bota Box Nighthk Cab Sauv,United States,,California,Syrah,$21.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
528,Puestero Cabernet Sauvignon 2018,Argentina,,California,Syrah,$14.99,"If the name Paul Hobbs sounds familiar, he's one of the most sought after winemakers in the world today. Forbes Magazine called him the ""Steve Jobs of wine,"" and was twice named Wine Personality of the Year by Robert Parker. First hired by Robert Mondavi for his expertise in oak aging, he later moved on to Opus One and then the Simi Winery. Puestero is a collaboration with the Schroeder Family to ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
529,Tobia Altura Rioja,Spain,,California,Syrah,$39.99,"Rioja has long been Spain's blue-chip region yet remains a source for great values if you know where to look. Such is the case for the Bodegas Tobia Vinedos de Altura 2017, a modern styled, full-bodied red. Made by relative newcomer Oscar Tobia, he started out as a garagiste making only a few barrels from his family's local Rioja farm. Now he has 80 hecatares spread across 15 different communes, ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
530,Block 231 Oakville Cabernet Sauvignon 2018,United States,Napa County,California,Oakville,$32.99,"Oakville, California is considered the birthplace of the modern Napa Valley Cabernet Sauvignon. Year over year, Oakville produces some of the biggest wines in Napa with trademark floral aromas of red fruits and chocolate, combined with lush, mouth-filling tannins and bright, fresh acidity. Notable wineries include Harlan, Screaming Eagle and Opus One. All of which sell for $1,000+ a bottle.""Well-...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
531,Silver Oak Alexander Valley Cabernet Sauvignon 2016,United States,,California,Cabernet Sauvignon,$99.99,"The 2016 Alexander Valley Cabernet Sauvignon is maroon in color with a garnet hue. It has an enticing nose of maraschino cherries, blackberry bramble and brisket with notes of clove and star anise. Mouthwatering with a juicy entry, this wine has a fruity mid-palate of currant with toasted vanilla and roasted brown sugar character from American oak barrels. Structured tannins provide an elegant ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
532,Lab Rose,Portugal,,California,Cabernet Sauvignon,$8.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
533,Lucas & Lewellen Pinot Noir,United States,,California,Pinot Noir,$21.99,,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
534,Lyanne Cotes du Provence Rose 2019,France,,Provence,Pinot Noir,$21.99,"A benchmark producer of the delicious, dry rose for which France is famous, Lyanne is one of the top wines from the Cotes de Provence. This pink colored French rose expresses notes of strawberries and dried flower with a light-bodied, racy palate that has amazing freshness. The 2019 vintage is bright and lively, displaying blood orange and red currant qualities, dried peach and a hint of white ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
535,Granza Tinta de Toro 2016,Spain,Toro,Castilla Y Leon,Tempranillo,$16.99,"""This has an assertive, brash core of fleshy dark berries and plums. The palate has punchy, convincing blackberry flavor. Dense, fleshy and really delicious. From organically grown grapes. Drink or hold."" James Suckling, 93 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
536,Piper Sonoma Brut,United States,,California,"Chardonnay,Pinot Meunier,Pinot Noir",$24.99,"In 1980, Piper Sonoma was founded with the long-term goal of creating America's finest ""methode champenoise"" sparkling wines. Piper Sonoma recognized in the soils and climate of northern Sonoma County the potential to carry on the great traditions of champagne, but in the spirit and style of California.Crisp and bright, opening with light yeast character, berry-apple fruit and faint vanilla. The ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
537,Stags Leap Karia Chardonnay,United States,Napa County,California,Stags Leap District,$36.99,"Founded in 1970 by the Warren Winiarski family, Stag's Leap Wine Cellars is considered a Napa Valley first growth producing world-renowned Cabernet Sauvignon from its historic vineyards. The winery first brought international recognition to California winemaking and the Napa Valley when its 1973 S.L.V. Cabernet Sauvignon won the now famous 1976 Paris Tasting by besting some of the most celebrated ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
538,Flowers Sonoma Chardonnay,United States,Sonoma County,California,Sonoma Coast,$48.99,"As nursery owners in Bucks County, Pennsylvania, Walt and Joan Flowers had long dreamed of combining their love of wine with their passion for agriculture. They knew they wanted to produce their favorite varietals, Chardonnay and Pinot Noir; what they didn’t know was that their path would eventually lead them across country to Northern California’s rugged Sonoma Coast. After responding to a small ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
539,Peirano Estate Cabernet Sauvignon,United States,Central Valley,California,Lodi,$14.99,"In 1992 Lance Randolph the 4th generation to farm this 300 Family Estate began making Peirano Wines to prove Lodi could produce desirable wines. After considerable praise for his ability to make elegant wines, he decided to start bottling and selling Peirano wine using his estate grown grapes.  Since then, Peirano has won numerous awards for producing top of the line wine using many of the old ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
540,Block 531 Sonoma Coast Reserve Chardonnay 2018,United States,Sonoma County,California,Sonoma Coast,$17.99,"""Rich, intense and concentrated, this Sonoma Coast Chardonnay is flavorful with a mix of citrus, apple, pineapple, pear and melon. Pure and lively gaining depth through the mid-palate and finishing long with firm acidity."" The Wine Buyer, 92 ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
541,Foxglove Chardonnay,United States,Central Coast,California,Chardonnay,$16.99,"At the core of Foxglove is Bob Varner, also the winemaker at Varner Wines. Beginning with their first vintage in 1991, Bob sources the wine from a variety of places, all of which are in Edna Valley. The resulting wine has Central Coast appellation pricing, and is full of complex fruit flavors that the Edna Valley appellation is known for. This label is not an afterthought behind their prestigious ",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
542,Fog Bank Chardonnay,United States,Central Coast,California,Chardonnay,$11.99,"With the evening tide, the fog rolls in and cools our vineyards. The nightmare temperature provide relief from the heat of the day and extend the growing season. A longer time on the vine means a longer time to develop complex, rich varietal flavors. At Fog Bank Vineyards, they select the finest grapes from California's premier coastal wine regions.""Fog Bank Chardonnay is a full-bodied wine with ...",Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928"
